KO,Importance,Class,name,description,pathway,brites,Share(+),Only_one(+),Neither(+),Share(-),Only_one(-),Neither(-)
ko:K03471,0.001340936,aminoglycoside,['rnhC'],ribonuclease HIII [EC:3.1.26.4],{'ko03030': 'DNA replication'},"['KEGG Orthology (KO) [BR:ko00001]', '             Genetic Information Processing', '              Replication and repair', '               03030 DNA replication', '                K03471  rnhC; ribonuclease HIII', '            Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.1  Acting on ester bonds', ""               3.1.26  Endoribonucleases producing 5'-phosphomonoesters"", '                3.1.26.4  ribonuclease H', '                 K03471  rnhC; ribonuclease HIII', '            DNA replication proteins [BR:ko03032]', '             Prokaryotic Type', '              DNA Replication Elongation Factors', '               Elongation factors (bacterial)', '                RNase H', '                 K03471  rnhC; ribonuclease HIII']",4.444444444,23.77777778,71.77777778,0.444444444,4.333333333,95.22222222
ko:K01886,0.001340375,aminoglycoside,"['QARS, glnS']",glutaminyl-tRNA synthetase [EC:6.1.1.18],"{'ko00970': 'Aminoacyl-tRNA biosynthesis', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Genetic Information Processing', '              Translation', '               00970 Aminoacyl-tRNA biosynthesis', '                K01886  QARS, glnS; glutaminyl-tRNA synthetase', '            KEGG modules [BR:ko00002]', '             Functional set', '              Metabolism', '               Aminoacyl tRNA', '                M00360  Aminoacyl-tRNA biosynthesis, prokaryotes', '                 K01886  QARS, glnS; glutaminyl-tRNA synthetase', '                M00359  Aminoacyl-tRNA biosynthesis, eukaryotes', '                 K01886  QARS, glnS; glutaminyl-tRNA synthetase', '            Enzymes [BR:ko01000]', '             6. Ligases', '              6.1  Forming carbon-oxygen bonds', '               6.1.1  Ligases forming aminoacyl-tRNA and related compounds', '                6.1.1.18  glutamine---tRNA ligase', '                 K01886  QARS, glnS; glutaminyl-tRNA synthetase', '            Amino acid related enzymes [BR:ko01007]', '             Aminoacyl-tRNA synthetase', '              Class I (A)', '               K01886  QARS, glnS; glutaminyl-tRNA synthetase', '            Transfer RNA biogenesis [BR:ko03016]', '             Eukaryotic Type', '              Aminoacyl-tRNA synthetases (AARSs)', '               Multi-aminoacyl-tRNA synthetase complex (MSC)', '                K01886  QARS, glnS; glutaminyl-tRNA synthetase', '             Prokaryotic Type', '              Aminoacyl-tRNA synthetases (AARSs)', '               Other AARSs', '                K01886  QARS, glnS; glutaminyl-tRNA synthetase']",49.22222222,36.88888889,13.88888889,75.33333333,17.55555556,7.111111111
ko:K00335,0.001336006,aminoglycoside,['nuoF'],NADH-quinone oxidoreductase subunit F [EC:1.6.5.3],"{'ko00190': 'Oxidative phosphorylation', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Energy metabolism', '               00190 Oxidative phosphorylation', '                K00335  nuoF; NADH-quinone oxidoreductase subunit F', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Energy metabolism', '               ATP synthesis', '                M00144  NADH:quinone oxidoreductase, prokaryotes', '                 K00335  nuoF; NADH-quinone oxidoreductase subunit F', '            Enzymes [BR:ko01000]', '             1. Oxidoreductases', '              1.6  Acting on NADH or NADPH', '               1.6.5  With a quinone or similar compound as acceptor', '                1.6.5.3  NADH:ubiquinone reductase (H+-translocating)', '                 K00335  nuoF; NADH-quinone oxidoreductase subunit F']",14,34.66666667,51.33333333,14.88888889,42.33333333,42.77777778
ko:K04094,0.001327473,aminoglycoside,"['trmFO, gid']",methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74],,"['Enzymes [BR:ko01000]', '             2. Transferases', '              2.1  Transferring one-carbon groups', '               2.1.1  Methyltransferases', '                2.1.1.74  methylenetetrahydrofolate---tRNA-(uracil54-C5)-methyltransferase (FADH2-oxidizing)', '                 K04094  trmFO, gid; methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase', '            Transfer RNA biogenesis [BR:ko03016]', '             Prokaryotic Type', '              tRNA modification factors', '               Methyltransferases', '                K04094  trmFO, gid; methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase', '            Chromosome [BR:ko03036]', '             Prokaryotic Type', '              Chromosome partitioning proteins', '               Other chromosome partitioning proteins', '                K04094  trmFO, gid; methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase']",17.66666667,38.44444444,43.88888889,5.888888889,20.44444444,73.66666667
ko:K03784,0.001321862,aminoglycoside,['deoD'],purine-nucleoside phosphorylase [EC:2.4.2.1],"{'ko00760': 'Nicotinate and nicotinamide metabolism', 'ko00230': 'Purine metabolism', 'ko00240': 'Pyrimidine metabolism', 'ko01100': 'Metabolic pathways', 'ko01110': 'Biosynthesis of secondary metabolites'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Nucleotide metabolism', '               00230 Purine metabolism', '                K03784  deoD; purine-nucleoside phosphorylase', '               00240 Pyrimidine metabolism', '                K03784  deoD; purine-nucleoside phosphorylase', '              Metabolism of cofactors and vitamins', '               00760 Nicotinate and nicotinamide metabolism', '                K03784  deoD; purine-nucleoside phosphorylase', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.4  Glycosyltransferases', '               2.4.2  Pentosyltransferases', '                2.4.2.1  purine-nucleoside phosphorylase', '                 K03784  deoD; purine-nucleoside phosphorylase']",31.66666667,39.66666667,28.66666667,13.33333333,31.66666667,55
ko:K00991,0.001295766,aminoglycoside,['ispD'],2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60],"{'ko01130': 'Biosynthesis of antibiotics', 'ko00900': 'Terpenoid backbone biosynthesis', 'ko01100': 'Metabolic pathways', 'ko01110': 'Biosynthesis of secondary metabolites'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Metabolism of terpenoids and polyketides', '               00900 Terpenoid backbone biosynthesis', '                K00991  ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Carbohydrate and lipid metabolism', '               Terpenoid backbone biosynthesis', '                M00096  C5 isoprenoid biosynthesis, non-mevalonate pathway', '                 K00991  ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.7  Nucleotidyltransferases', '                2.7.7.60  2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase', '                 K00991  ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase']",41.55555556,45.77777778,12.66666667,73.22222222,21.33333333,5.444444444
ko:K16203,0.0012909,aminoglycoside,['dppA1'],D-amino peptidase [EC:3.4.11.-],,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.4  Acting on peptide bonds (peptidases)', '               3.4.11  Aminopeptidases', '                3.4.11.-  ', '                 K16203  dppA1; D-amino peptidase', '            Peptidases [BR:ko01002]', '             Metallo Peptidases', '              Family M55: DppA aminopeptidase family', '               K16203  dppA1; D-amino peptidase']",4.777777778,27.11111111,68.11111111,1.111111111,10.88888889,88
ko:K00002,0.001278898,aminoglycoside,"['AKR1A1, adh']",alcohol dehydrogenase (NADP+) [EC:1.1.1.2],"{'ko00930': 'Caprolactam degradation', 'ko00561': 'Glycerolipid metabolism', 'ko01130': 'Biosynthesis of antibiotics', 'ko00040': 'Pentose and glucuronate interconversions', 'ko00010': 'Glycolysis / Gluconeogenesis', 'ko01100': 'Metabolic pathways', 'ko01120': 'Microbial metabolism in diverse environments', 'ko01110': 'Biosynthesis of secondary metabolites', 'ko01220': 'Degradation of aromatic compounds'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00010 Glycolysis / Gluconeogenesis', '                K00002  AKR1A1, adh; alcohol dehydrogenase (NADP+)', '               00040 Pentose and glucuronate interconversions', '                K00002  AKR1A1, adh; alcohol dehydrogenase (NADP+)', '              Lipid metabolism', '               00561 Glycerolipid metabolism', '                K00002  AKR1A1, adh; alcohol dehydrogenase (NADP+)', '              Xenobiotics biodegradation and metabolism', '               00930 Caprolactam degradation', '                K00002  AKR1A1, adh; alcohol dehydrogenase (NADP+)', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Carbohydrate and lipid metabolism', '               Other carbohydrate metabolism', '                M00014  Glucuronate pathway (uronate pathway)', '                 K00002  AKR1A1, adh; alcohol dehydrogenase (NADP+)', '            Enzymes [BR:ko01000]', '             1. Oxidoreductases', '              1.1  Acting on the CH-OH group of donors', '               1.1.1  With NAD+ or NADP+ as acceptor', '                1.1.1.2  alcohol dehydrogenase (NADP+)', '                 K00002  AKR1A1, adh; alcohol dehydrogenase (NADP+)', '            Exosome [BR:ko04147]', '             Exosomal proteins', '              Exosomal proteins of other body fluids (saliva and urine)', '               K00002  AKR1A1, adh; alcohol dehydrogenase (NADP+)']",0.333333333,4,95.66666667,1.111111111,16.77777778,82.11111111
ko:K07009,0.001277277,aminoglycoside,['K07009'],uncharacterized protein,,,12.33333333,31.33333333,56.33333333,13.66666667,27.77777778,58.55555556
ko:K01628,0.001249689,aminoglycoside,['fucA'],L-fuculose-phosphate aldolase [EC:4.1.2.17],"{'ko00051': 'Fructose and mannose metabolism', 'ko01120': 'Microbial metabolism in diverse environments'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00051 Fructose and mannose metabolism', '                K01628  fucA; L-fuculose-phosphate aldolase', '            Enzymes [BR:ko01000]', '             4. Lyases', '              4.1  Carbon-carbon lyases', '               4.1.2  Aldehyde-lyases', '                4.1.2.17  L-fuculose-phosphate aldolase', '                 K01628  fucA; L-fuculose-phosphate aldolase']",9,31,60,13.55555556,35.11111111,51.33333333
ko:K08600,0.001248529,aminoglycoside,['srtB'],sortase B [EC:3.4.22.70],,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.4  Acting on peptide bonds (peptidases)', '               3.4.22  Cysteine endopeptidases', '                3.4.22.70  sortase A', '                 K08600  srtB; sortase B', '            Peptidases [BR:ko01002]', '             Cysteine Peptidases', '              Family C60', '               K08600  srtB; sortase B', '            Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]', '             Peptidoglycan biosynthesis and degradation', '              Sortase', '               K08600  srtB; sortase B']",15.55555556,36.22222222,48.22222222,26.44444444,25.77777778,47.77777778
ko:K07738,0.00124781,aminoglycoside,['nrdR'],transcriptional repressor NrdR,,"['Transcription factors [BR:ko03000]', '             Prokaryotic Type', '              Other transcription factors', '               Others', '                K07738  nrdR; transcriptional repressor NrdR']",54,27.55555556,18.44444444,60,7.444444444,32.55555556
ko:K06885,0.001246932,aminoglycoside,['K06885'],uncharacterized protein,,,18.77777778,38.55555556,42.66666667,12.77777778,25,62.22222222
ko:K00020,0.00124533,aminoglycoside,"['mmsB, HIBADH']",3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31],"{'ko00280': 'Valine, leucine and isoleucine degradation', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Amino acid metabolism', '               00280 Valine, leucine and isoleucine degradation', '                K00020  mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase', '            Enzymes [BR:ko01000]', '             1. Oxidoreductases', '              1.1  Acting on the CH-OH group of donors', '               1.1.1  With NAD+ or NADP+ as acceptor', '                1.1.1.31  3-hydroxyisobutyrate dehydrogenase', '                 K00020  mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase']",7.888888889,30.55555556,61.55555556,3.888888889,10.55555556,85.55555556
